Ensembl Gene ID	Ensembl Transcript ID	Chromosome Name	Gene Start (bp)	Associated Gene Name	Transcript Start (bp)	Transcript End (bp)	Gene End (bp)
ENSGACG00000000235	ENSGACT00000000309	scaffold_69	17019	tsn	17019	19522	19522
ENSGACG00000000235	ENSGACT00000000311	scaffold_69	17019	tsn	17248	19377	19522
ENSGACG00000000236	ENSGACT00000000301	scaffold_402	760	DOK2	760	2611	2611
ENSGACG00000000237	ENSGACT00000000304	scaffold_402	10493	grin1b	10493	15453	15453
ENSGACG00000000238	ENSGACT00000000305	scaffold_299	12722	ST3GAL1 (1 of 7)	12722	14758	14758
ENSGACG00000000239	ENSGACT00000000314	scaffold_114	38137	myh7bb	38137	54868	54868
ENSGACG00000000240	ENSGACT00000000306	scaffold_299	19075	ST3GAL1 (2 of 7)	19075	23207	23207
ENSGACG00000000241	ENSGACT00000000308	scaffold_299	26621	ST3GAL1 (3 of 7)	26621	31480	31480
ENSGACG00000000242	ENSGACT00000000310	scaffold_175	123666	AP1S3 (1 of 2)	123666	126783	129235
ENSGACG00000000242	ENSGACT00000000313	scaffold_175	123666	AP1S3 (1 of 2)	123669	129235	129235
ENSGACG00000000243	ENSGACT00000000312	scaffold_69	23559	FAM124A	23559	24296	24296
ENSGACG00000000244	ENSGACT00000000316	scaffold_69	30382	serpine3	30382	34821	34821
ENSGACG00000000245	ENSGACT00000000320	scaffold_369	7860	CNNM1 (1 of 2)	7860	14778	14778
ENSGACG00000000246	ENSGACT00000000318	scaffold_175	127469	scg2a	127469	130825	130825
ENSGACG00000000247	ENSGACT00000000315	scaffold_920	6539		6539	7487	7487
ENSGACG00000000248	ENSGACT00000000317	scaffold_114	61493	TRIM14 (9 of 77)	61493	62029	62029
ENSGACG00000000249	ENSGACT00000000321	scaffold_114	67604		67604	69817	69817
ENSGACG00000000250	ENSGACT00000000322	scaffold_69	35746	ints6	35746	44871	44871
ENSGACG00000000251	ENSGACT00000000319	scaffold_175	144164	kcne4	144164	145452	145452
ENSGACG00000000252	ENSGACT00000000329	scaffold_175	147375	acsl3a	147375	160282	160282
ENSGACG00000000254	ENSGACT00000000358	scaffold_369	16143	GOT1 (1 of 2)	16143	20437	22172
ENSGACG00000000254	ENSGACT00000000360	scaffold_369	16143	GOT1 (1 of 2)	16348	22172	22172
ENSGACG00000000254	ENSGACT00000000368	scaffold_369	16143	GOT1 (1 of 2)	16787	22138	22172
ENSGACG00000000254	ENSGACT00000000370	scaffold_369	16143	GOT1 (1 of 2)	17015	22153	22172
ENSGACG00000000254	ENSGACT00000000382	scaffold_369	16143	GOT1 (1 of 2)	17104	22133	22172
ENSGACG00000000255	ENSGACT00000000323	scaffold_69	47535	wdfy2	47535	52872	52872
ENSGACG00000000256	ENSGACT00000000324	scaffold_584	2809		2809	4887	4887
ENSGACG00000000257	ENSGACT00000000326	scaffold_69	54650	dhrs12	54650	58501	58501
ENSGACG00000000258	ENSGACT00000000325	scaffold_584	6750	arhgap19	6750	10465	10465
ENSGACG00000000259	ENSGACT00000000327	scaffold_69	63958		63958	65135	65135
ENSGACG00000000260	ENSGACT00000000330	scaffold_69	83945	itgav	83945	109754	109754
ENSGACG00000000261	ENSGACT00000000336	scaffold_175	164811	farsb	164811	170835	170835
ENSGACG00000000261	ENSGACT00000000340	scaffold_175	164811	farsb	164829	170835	170835
ENSGACG00000000262	ENSGACT00000000333	scaffold_114	115414	gripap1	115414	130334	130334
ENSGACG00000000263	ENSGACT00000000331	scaffold_1175	116	abcd1	116	6052	6052
ENSGACG00000000264	ENSGACT00000000332	scaffold_69	116610	si:dkey-101k6.5	116610	121637	121637
ENSGACG00000000265	ENSGACT00000000337	scaffold_69	125317	LMLN	125317	133440	133440
ENSGACG00000000266	ENSGACT00000000334	scaffold_356	215	TRIM14 (10 of 77)	215	760	760
ENSGACG00000000267	ENSGACT00000000338	scaffold_114	165945	st14b (2 of 2)	165945	176030	176030
ENSGACG00000000268	ENSGACT00000000335	scaffold_356	6031		6031	7018	7018
ENSGACG00000000269	ENSGACT00000000339	scaffold_69	134102	lacc1	134102	137188	138364
ENSGACG00000000269	ENSGACT00000000341	scaffold_69	134102	lacc1	134440	138364	138364
ENSGACG00000000270	ENSGACT00000000343	scaffold_114	182564	PTPN7	182564	187450	187450
ENSGACG00000000271	ENSGACT00000000342	scaffold_69	182157	enox1	182157	188921	188921
ENSGACG00000000272	ENSGACT00000000344	scaffold_69	195181		195181	196587	196587
ENSGACG00000000273	ENSGACT00000000346	scaffold_114	188024	arl8a	188024	191416	191416
ENSGACG00000000274	ENSGACT00000000362	scaffold_69	196695	TTN	196695	364852	364852
ENSGACG00000000275	ENSGACT00000000345	scaffold_367	3730		3730	4690	4690
ENSGACG00000000276	ENSGACT00000000347	scaffold_367	11196	TRIM14 (11 of 77)	11196	12354	12354
ENSGACG00000000277	ENSGACT00000000350	scaffold_367	12352	ssr1 (2 of 13)	12352	14888	16020
ENSGACG00000000277	ENSGACT00000000351	scaffold_367	12352	ssr1 (2 of 13)	12373	16020	16020
ENSGACG00000000278	ENSGACT00000000348	scaffold_114	200064	gpr37l1b	200064	204169	204169
ENSGACG00000000279	ENSGACT00000000349	scaffold_1219	764		764	1075	1075
ENSGACG00000000280	ENSGACT00000000352	scaffold_114	235561	plxna3	235561	271705	271705
ENSGACG00000000281	ENSGACT00000000357	scaffold_114	277266	bcap31	277266	284022	284022
ENSGACG00000000282	ENSGACT00000000353	scaffold_487	2225		2225	3332	3332
ENSGACG00000000283	ENSGACT00000000354	scaffold_487	9664		9664	10632	10632
ENSGACG00000000284	ENSGACT00000000355	scaffold_311	51654		51654	52753	52771
ENSGACG00000000284	ENSGACT00000000356	scaffold_311	51654		51799	52771	52771
ENSGACG00000000285	ENSGACT00000000359	scaffold_114	306872		306872	307725	307725
ENSGACG00000000286	ENSGACT00000000361	scaffold_114	308667	SLC35A2	308667	314325	314325
ENSGACG00000000286	ENSGACT00000000363	scaffold_114	308667	SLC35A2	311062	314318	314325
ENSGACG00000000286	ENSGACT00000000366	scaffold_114	308667	SLC35A2	311537	314315	314325
ENSGACG00000000287	ENSGACT00000000364	scaffold_760	1303		1303	4223	4223
ENSGACG00000000287	ENSGACT00000000365	scaffold_760	1303		1675	2647	4223
ENSGACG00000000288	ENSGACT00000000367	scaffold_114	324943	otud5a	324943	325954	325954
ENSGACG00000000289	ENSGACT00000000369	scaffold_69	398793	tspear	398793	408846	408846
ENSGACG00000000290	ENSGACT00000000371	scaffold_114	329419	cdk16	329419	340235	342735
ENSGACG00000000290	ENSGACT00000000372	scaffold_114	329419	cdk16	329921	342735	342735
ENSGACG00000000291	ENSGACT00000000374	scaffold_69	411473	ube2g2	411473	416445	416445
ENSGACG00000000292	ENSGACT00000000373	scaffold_461	10415		10415	11514	11514
ENSGACG00000000293	ENSGACT00000000375	scaffold_114	346370	rad51c	346370	348624	348624
ENSGACG00000000294	ENSGACT00000000378	scaffold_69	420455	mylkb	420455	477489	477489
ENSGACG00000000295	ENSGACT00000000376	scaffold_114	350225	abt1	350225	351446	351446
ENSGACG00000000296	ENSGACT00000000377	scaffold_114	351449		351449	352360	352360
ENSGACG00000000297	ENSGACT00000000379	scaffold_114	353176	grm6a	353176	369286	369286
ENSGACG00000000297	ENSGACT00000000381	scaffold_114	353176	grm6a	353278	369286	369286
ENSGACG00000000298	ENSGACT00000000380	scaffold_410	16239		16239	17397	17397
ENSGACG00000000299	ENSGACT00000000383	scaffold_69	447936	bmpr2a	447936	462683	462683
ENSGACG00000000300	ENSGACT00000000384	scaffold_69	474076		474076	475093	475093
ENSGACG00000000301	ENSGACT00000000385	scaffold_69	548155	OBSL1	548155	577073	577073
ENSGACG00000000302	ENSGACT00000000388	scaffold_27	36048	ADORA1 (1 of 2)	36048	39906	39906
ENSGACG00000000303	ENSGACT00000000387	scaffold_1221	1931	acta2	1931	3677	3677
ENSGACG00000000305	ENSGACT00000000386	scaffold_69	582715		582715	583833	583833
ENSGACG00000000306	ENSGACT00000000391	scaffold_69	656411	gtdc1	656411	670430	670430
ENSGACG00000000307	ENSGACT00000000389	scaffold_27	48405		48405	52111	52111
ENSGACG00000000308	ENSGACT00000000390	scaffold_1221	4110	stambpl1 (1 of 2)	4110	6210	6210
ENSGACG00000000309	ENSGACT00000000393	scaffold_27	84627	gnl3	84627	88602	88602
ENSGACG00000000310	ENSGACT00000000392	scaffold_69	675685	zeb2a	675685	685685	685685
ENSGACG00000000311	ENSGACT00000000396	scaffold_69	762591	epc2	762591	778555	778555
ENSGACG00000000311	ENSGACT00000000400	scaffold_69	762591	epc2	762678	775834	778555
ENSGACG00000000312	ENSGACT00000000395	scaffold_27	90340	glt8d1	90340	94106	94106
ENSGACG00000000313	ENSGACT00000000398	scaffold_27	94457	spcs1	94457	96060	96060
ENSGACG00000000314	ENSGACT00000000401	scaffold_131	15870	cnga1	15870	20132	20132
ENSGACG00000000315	ENSGACT00000000399	scaffold_796	8580		8580	10111	10111
ENSGACG00000000316	ENSGACT00000000402	scaffold_27	95883	nek4	95883	102343	102349
ENSGACG00000000316	ENSGACT00000000403	scaffold_27	95883	nek4	99021	102349	102349
ENSGACG00000000317	ENSGACT00000000405	scaffold_69	780982	kif5c (1 of 2)	780982	802689	802689
ENSGACG00000000318	ENSGACT00000000404	scaffold_131	25853	WBP1 (1 of 3)	25853	29104	29104
ENSGACG00000000319	ENSGACT00000000410	scaffold_27	105400	CAMK1 (1 of 2)	105400	129142	129142
ENSGACG00000000320	ENSGACT00000000407	scaffold_131	32176	cyp17a2	32176	35453	35453
ENSGACG00000000321	ENSGACT00000000413	scaffold_168	15805	TTC28 (1 of 2)	15805	26157	36234
ENSGACG00000000321	ENSGACT00000000418	scaffold_168	15805	TTC28 (1 of 2)	24166	36234	36234
ENSGACG00000000321	ENSGACT00000000419	scaffold_168	15805	TTC28 (1 of 2)	24191	36234	36234
ENSGACG00000000322	ENSGACT00000000406	scaffold_476	182		182	940	940
ENSGACG00000000323	ENSGACT00000000409	scaffold_395	873		873	2867	2867
ENSGACG00000000324	ENSGACT00000000408	scaffold_476	43857	TRIM14 (12 of 77)	43857	44390	44390
ENSGACG00000000325	ENSGACT00000000411	scaffold_131	38860		38860	39828	39828
ENSGACG00000000326	ENSGACT00000000441	scaffold_395	11467		11467	15079	15104
ENSGACG00000000326	ENSGACT00000000446	scaffold_395	11467		11471	15104	15104
ENSGACG00000000327	ENSGACT00000000412	scaffold_27	140267	zgc:110191	140267	146121	146121
ENSGACG00000000328	ENSGACT00000000414	scaffold_131	45265	GLTPD2 (1 of 2)	45265	47851	47851
ENSGACG00000000329	ENSGACT00000000415	scaffold_27	164379	vamp3	164379	171063	171063
ENSGACG00000000329	ENSGACT00000000416	scaffold_27	164379	vamp3	164386	169998	171063
ENSGACG00000000330	ENSGACT00000000421	scaffold_131	52153		52153	54217	54217
ENSGACG00000000331	ENSGACT00000000417	scaffold_27	186477	mxra8a	186477	194525	194525
ENSGACG00000000332	ENSGACT00000000426	scaffold_27	195509	psma5	195509	198669	198669
ENSGACG00000000333	ENSGACT00000000420	scaffold_167	54106	jupb	54106	59665	59665
ENSGACG00000000334	ENSGACT00000000424	scaffold_168	39905	naa25	39905	48616	48616
ENSGACG00000000335	ENSGACT00000000422	scaffold_167	64533		64533	69455	69455
ENSGACG00000000336	ENSGACT00000000425	scaffold_131	56853		56853	59742	59742
ENSGACG00000000336	ENSGACT00000000430	scaffold_131	56853		56860	59501	59742
ENSGACG00000000336	ENSGACT00000000431	scaffold_131	56853		56887	59447	59742
ENSGACG00000000336	ENSGACT00000000432	scaffold_131	56853		57090	57299	59742
ENSGACG00000000337	ENSGACT00000000423	scaffold_167	87026		87026	87571	87571
ENSGACG00000000338	ENSGACT00000000427	scaffold_168	51545	brap	51545	57794	57794
ENSGACG00000000339	ENSGACT00000000428	scaffold_1158	1667	si:ch211-149p10.2 (1 of 2)	1667	4092	4092
ENSGACG00000000340	ENSGACT00000000436	scaffold_27	199692	sort1a	199692	216747	216747
ENSGACG00000000341	ENSGACT00000000429	scaffold_168	60856	TOR4A	60856	62091	62091
ENSGACG00000000342	ENSGACT00000000444	scaffold_168	64765	VDAC3 (1 of 2)	64765	70457	70457
ENSGACG00000000343	ENSGACT00000000433	scaffold_131	59838		59838	100197	100197
ENSGACG00000000344	ENSGACT00000000434	scaffold_131	78913		78913	81169	81169
ENSGACG00000000345	ENSGACT00000000435	scaffold_131	92496		92496	94118	94118
ENSGACG00000000346	ENSGACT00000000437	scaffold_131	96885		96885	99355	99355
ENSGACG00000000347	ENSGACT00000000438	scaffold_27	219652	mdm4	219652	224669	224669
ENSGACG00000000347	ENSGACT00000000440	scaffold_27	219652	mdm4	219659	224669	224669
ENSGACG00000000348	ENSGACT00000000439	scaffold_131	118613		118613	120090	120538
ENSGACG00000000348	ENSGACT00000000442	scaffold_131	118613		118613	120090	120538
ENSGACG00000000348	ENSGACT00000000445	scaffold_131	118613		118622	120538	120538
ENSGACG00000000349	ENSGACT00000000443	scaffold_27	232774	myog	232774	234403	234403
ENSGACG00000000349	ENSGACT00000000448	scaffold_27	232774	myog	232934	234381	234403
ENSGACG00000000350	ENSGACT00000000450	scaffold_131	121399		121399	126270	126270
ENSGACG00000000350	ENSGACT00000000452	scaffold_131	121399		121399	125998	126270
ENSGACG00000000350	ENSGACT00000000453	scaffold_131	121399		121629	121838	126270
ENSGACG00000000350	ENSGACT00000000454	scaffold_131	121399		121695	121778	126270
ENSGACG00000000351	ENSGACT00000000449	scaffold_168	71171	slc25a1b	71171	76096	76096
ENSGACG00000000352	ENSGACT00000000447	scaffold_395	20376	ACTL10	20376	21536	21536
ENSGACG00000000353	ENSGACT00000000455	scaffold_27	237167	ppfia4	237167	289025	289025
ENSGACG00000000354	ENSGACT00000000459	scaffold_168	79662	pi4kaa	79662	94659	94659
ENSGACG00000000355	ENSGACT00000000451	scaffold_883	3360	si:dkey-222f2.1	3360	7343	7343
ENSGACG00000000356	ENSGACT00000000456	scaffold_131	129312	SGMS2 (1 of 2)	129312	134857	134857
ENSGACG00000000357	ENSGACT00000000462	scaffold_27	291025	tmem183a	291025	294598	294940
ENSGACG00000000357	ENSGACT00000000465	scaffold_27	291025	tmem183a	291038	294940	294940
ENSGACG00000000358	ENSGACT00000000457	scaffold_131	139369	AIMP1 (1 of 2)	139369	140577	140577
ENSGACG00000000359	ENSGACT00000000458	scaffold_131	145269		145269	147974	147974
ENSGACG00000000360	ENSGACT00000000460	scaffold_131	148783	CCDC109B (1 of 2)	148783	153989	153989
ENSGACG00000000360	ENSGACT00000000461	scaffold_131	148783	CCDC109B (1 of 2)	149159	152616	153989
ENSGACG00000000361	ENSGACT00000000463	scaffold_168	98775	marveld2a	98775	101496	101496
ENSGACG00000000362	ENSGACT00000000464	scaffold_131	152815	CFI	152815	158150	159287
ENSGACG00000000362	ENSGACT00000000469	scaffold_131	152815	CFI	152872	159287	159287
ENSGACG00000000363	ENSGACT00000000466	scaffold_168	103138	oclna	103138	108449	108449
ENSGACG00000000365	ENSGACT00000000467	scaffold_168	109208	ankrd34ba	109208	110773	110773
ENSGACG00000000366	ENSGACT00000000474	scaffold_168	115805	rasgrf2b	115805	132206	132206
ENSGACG00000000368	ENSGACT00000000470	scaffold_131	161564	TTC39B (1 of 3)	161564	163405	163405
ENSGACG00000000369	ENSGACT00000000472	scaffold_131	164557	TTC39B (2 of 3)	164557	171691	171691
ENSGACG00000000370	ENSGACT00000000475	scaffold_131	172943	si:ch211-116m6.3	172943	177213	177213
ENSGACG00000000371	ENSGACT00000000476	scaffold_27	609206	FAM72B	609206	610587	610587
ENSGACG00000000372	ENSGACT00000000497	scaffold_168	135092	CKMT2 (1 of 2)	135092	142324	142324
ENSGACG00000000372	ENSGACT00000000498	scaffold_168	135092	CKMT2 (1 of 2)	135483	142055	142324
ENSGACG00000000372	ENSGACT00000000502	scaffold_168	135092	CKMT2 (1 of 2)	136585	142088	142324
ENSGACG00000000372	ENSGACT00000000504	scaffold_168	135092	CKMT2 (1 of 2)	136620	142055	142324
ENSGACG00000000375	ENSGACT00000000480	scaffold_27	652931		652931	733268	733268
ENSGACG00000000376	ENSGACT00000000485	scaffold_27	657210	ikbke	657210	666353	666353
ENSGACG00000000376	ENSGACT00000000486	scaffold_27	657210	ikbke	657210	665823	666353
ENSGACG00000000376	ENSGACT00000000489	scaffold_27	657210	ikbke	658148	665333	666353
ENSGACG00000000378	ENSGACT00000000483	scaffold_768	5725		5725	9322	9322
ENSGACG00000000379	ENSGACT00000000484	scaffold_131	197303		197303	198636	198636
ENSGACG00000000380	ENSGACT00000000487	scaffold_131	201225	si:ch73-132f6.4	201225	209652	209652
ENSGACG00000000381	ENSGACT00000000488	scaffold_131	232303	rbm46	232303	234144	234144
ENSGACG00000000382	ENSGACT00000000496	scaffold_1433	696		696	2205	2205
ENSGACG00000000383	ENSGACT00000000490	scaffold_27	667434	RASSF5	667434	680504	691050
ENSGACG00000000383	ENSGACT00000000491	scaffold_27	667434	RASSF5	672665	691050	691050
ENSGACG00000000384	ENSGACT00000000492	scaffold_254	3368	si:ch211-114l13.9 (2 of 22)	3368	4154	4154
ENSGACG00000000385	ENSGACT00000000494	scaffold_27	695324	DYRK3	695324	701635	701635
ENSGACG00000000386	ENSGACT00000000493	scaffold_388	5552		5552	7321	7321
ENSGACG00000000387	ENSGACT00000000495	scaffold_254	36662		36662	37705	37705
ENSGACG00000000388	ENSGACT00000000505	scaffold_27	717055	mapkapk2a	717055	734002	734002
ENSGACG00000000389	ENSGACT00000000499	scaffold_590	3990		3990	5947	5947
ENSGACG00000000390	ENSGACT00000000500	scaffold_666	5316		5316	6285	6285
ENSGACG00000000391	ENSGACT00000000501	scaffold_341	1271		1271	2370	2388
ENSGACG00000000391	ENSGACT00000000503	scaffold_341	1271		1416	2388	2388
ENSGACG00000000392	ENSGACT00000000522	scaffold_168	143317	ube2l3a	143317	146135	146135
ENSGACG00000000393	ENSGACT00000000507	scaffold_27	768557	il19l	768557	770593	770593
ENSGACG00000000393	ENSGACT00000000509	scaffold_27	768557	il19l	768557	770348	770593
ENSGACG00000000395	ENSGACT00000000508	scaffold_207	72657		72657	73388	73388
ENSGACG00000000396	ENSGACT00000000510	scaffold_207	95814		95814	96800	96800
ENSGACG00000000397	ENSGACT00000000511	scaffold_27	771284	prelp	771284	788095	788095
ENSGACG00000000398	ENSGACT00000000512	scaffold_728	58	CNNM3 (1 of 4)	58	3782	3782
ENSGACG00000000399	ENSGACT00000000517	scaffold_27	797259	fmoda	797259	800132	800132
ENSGACG00000000400	ENSGACT00000000513	scaffold_728	8330	TRIM14 (13 of 77)	8330	8911	8911
ENSGACG00000000401	ENSGACT00000000514	scaffold_1209	2642		2642	3614	3759
ENSGACG00000000401	ENSGACT00000000515	scaffold_1209	2642		2660	3759	3759
ENSGACG00000000403	ENSGACT00000000518	scaffold_271	63180		63180	64301	64525
ENSGACG00000000403	ENSGACT00000000519	scaffold_271	63180		63552	64525	64525
ENSGACG00000000404	ENSGACT00000000521	scaffold_27	804815	slc6a14	804815	808949	808949
ENSGACG00000000405	ENSGACT00000000520	scaffold_632	2845		2845	5363	5363
ENSGACG00000000406	ENSGACT00000000524	scaffold_27	810822	CHIA (1 of 2)	810822	813593	813602
ENSGACG00000000406	ENSGACT00000000527	scaffold_27	810822	CHIA (1 of 2)	810833	813602	813602
ENSGACG00000000407	ENSGACT00000000523	scaffold_168	147255		147255	150326	150326
ENSGACG00000000408	ENSGACT00000000525	scaffold_678	986		986	2270	2270
ENSGACG00000000409	ENSGACT00000000526	scaffold_678	9848		9848	10399	10399
ENSGACG00000000411	ENSGACT00000000528	scaffold_27	824550	LRRN2	824550	826226	826226
ENSGACG00000000412	ENSGACT00000000535	scaffold_27	831226	ELMO2	831226	846856	846856
ENSGACG00000000412	ENSGACT00000000537	scaffold_27	831226	ELMO2	831226	842098	846856
ENSGACG00000000413	ENSGACT00000000530	scaffold_119	33259	kcnj13	33259	36257	36257
ENSGACG00000000414	ENSGACT00000000531	scaffold_1254	85		85	816	816
ENSGACG00000000415	ENSGACT00000000533	scaffold_119	101294		101294	203249	203489
ENSGACG00000000415	ENSGACT00000000536	scaffold_119	101294		104045	203489	203489
ENSGACG00000000415	ENSGACT00000000538	scaffold_119	101294		181940	203489	203489
ENSGACG00000000416	ENSGACT00000000532	scaffold_1020	1163	RAB21	1163	3665	3671
ENSGACG00000000416	ENSGACT00000000534	scaffold_1020	1163	RAB21	1286	3671	3671
ENSGACG00000000417	ENSGACT00000000539	scaffold_234	61098		61098	63852	63852
ENSGACG00000000418	ENSGACT00000000543	scaffold_27	850850	ARFGAP1	850850	858730	858730
ENSGACG00000000419	ENSGACT00000000540	scaffold_119	216478	vezf1b	216478	230102	230102
ENSGACG00000000420	ENSGACT00000000541	scaffold_119	236540		236540	237316	237316
ENSGACG00000000421	ENSGACT00000000542	scaffold_119	255882	mrps23	255882	260146	260146
ENSGACG00000000422	ENSGACT00000000546	scaffold_119	266468	NGEF	266468	281475	281475
ENSGACG00000000423	ENSGACT00000000544	scaffold_27	863234	rh50 (1 of 2)	863234	864670	864670
ENSGACG00000000424	ENSGACT00000000545	scaffold_27	865759		865759	868515	868515
ENSGACG00000000425	ENSGACT00000000555	scaffold_27	869938	ssr1 (3 of 13)	869938	874706	874716
ENSGACG00000000425	ENSGACT00000000556	scaffold_27	869938	ssr1 (3 of 13)	870019	874716	874716
ENSGACG00000000426	ENSGACT00000000547	scaffold_80	27566		27566	30625	30625
ENSGACG00000000427	ENSGACT00000000548	scaffold_80	41668		41668	43432	43432
ENSGACG00000000428	ENSGACT00000000549	scaffold_80	133325	TDRD12	133325	134587	134587
ENSGACG00000000429	ENSGACT00000000550	scaffold_80	140050		140050	141102	141102
ENSGACG00000000430	ENSGACT00000000551	scaffold_80	167205		167205	170920	170920
ENSGACG00000000431	ENSGACT00000000552	scaffold_163	411	ZNF276 (1 of 2)	411	3394	3394
ENSGACG00000000432	ENSGACT00000000553	scaffold_80	167218		167218	170931	170931
ENSGACG00000000433	ENSGACT00000000554	scaffold_163	11092		11092	22512	22512
ENSGACG00000000434	ENSGACT00000000566	scaffold_80	184463	ABCC1	184463	204053	204053
ENSGACG00000000434	ENSGACT00000000568	scaffold_80	184463	ABCC1	184463	195394	204053
ENSGACG00000000435	ENSGACT00000000557	scaffold_163	32093		32093	33176	33194
ENSGACG00000000435	ENSGACT00000000559	scaffold_163	32093		32226	33194	33194
ENSGACG00000000436	ENSGACT00000000558	scaffold_27	875788	nrn1b	875788	877549	877549
ENSGACG00000000437	ENSGACT00000000560	scaffold_27	882561	SYS1	882561	883350	883350
ENSGACG00000000438	ENSGACT00000000561	scaffold_163	36883	TRIM14 (14 of 77)	36883	37415	37415
ENSGACG00000000439	ENSGACT00000000562	scaffold_27	886169		886169	890060	890060
ENSGACG00000000440	ENSGACT00000000563	scaffold_163	43814		43814	44224	44224
ENSGACG00000000440	ENSGACT00000000564	scaffold_163	43814		43835	44164	44224
